ID,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層,第8階層,第9階層,第10階層,作業名,よみ,|表記|,英名,多義的概念,組合せで作業,目的(ja),目的(en),行為(ja),行為(en),対象(ja),対象(en),副対象(ja),副対象(en),場所(ja),場所(en),手段(ja),手段(en),機資材(ja),機資材(en),生産対象(ja),生産対象(en),時期(ja),時期(en),作業条件(ja),作業条件(en),agrovoc,naropedia,wikipedia
A364,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,セルトレイ土詰め,,,,,セルトレイ土詰め,せるとれいつちつめ,,Filling the cell tray with the soil,,,機資材生産,making equipment or materials,詰める,fill,土,soil,セルトレイ,cell trays,,,,,,,,,,,,,,,
A365,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,,,,,自給肥料生産,じきゅうひりょうせいさん,,Production of self-supplied manure,,,肥料生産,manure production,,,,,,,,,,,,,,,,,,,,,
A535,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,糞尿水分調整作業,,,,糞尿水分調整作業,ふんにょうすいぶんちょうせい,,Treatment for processing the water content of manures,,,糞尿水分調整,processing the water content of manures,,,,,,,,,,,,,,,,,,,,,
A536,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,糞尿水分調整作業,副資材混合,,,副資材混合,ふくしざいこんごう,,Mixing manure with materials,,,糞尿水分調整,processing the water content of manures,混ぜる,mix,糞尿,excreta,,,,,,,副資材,sub-materials,,,,,,,,,
A537,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,糞尿水分調整作業,糞尿乾燥,,,糞尿乾燥,ふんにょうかんそう,,Drying manures,,,糞尿水分調整,processing the water content of manures,乾燥させる,dry,糞尿,excreta,,,,,,,,,,,,,,,,,
A538,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,堆厩肥調製作業,,,,堆厩肥調製作業,たいきゅうひちょうせいさぎょう,,Treatment for processing compost and manure,,,堆厩肥調製,processing compost and manure,,,,,,,,,,,,,,,,,,,,,
A539,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,堆厩肥調製作業,堆厩肥乾燥,,,堆厩肥乾燥,たいきゅうひかんそう,,Drying compost and manure,,,堆厩肥調製,processing compost and manure,乾燥させる,dry,堆厩肥,compost and manure,,,,,,,,,,,,,,,,,
A540,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,堆厩肥調製作業,堆厩肥攪拌,,,堆厩肥攪拌,たいきゅうひかくはん,,Mixing the compost and manure,,,堆厩肥調製,processing compost and manure,攪拌する,stir,堆厩肥,compost and manure,,,,,,,,,,,,,,,,,
A541,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,自給肥料生産,堆厩肥調製作業,堆厩肥切り返し,,,堆厩肥切り返し,たいきゅうひきりかえし,,Turning the compost and manure,,,堆厩肥調製,processing compost and manure,切り返す,turn,堆厩肥,compost and manure,,,,,,,,,,,,,,,,,
A542,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,資材配合作業,,,,,資材配合作業,しざいはいごうさぎょう,|資材配合;しざいはいごう|,Mixing materials,,,機資材生産,making equipment or materials,混ぜる,mix,資材,materials,,,,,,,,,,,,,,,,,
A367,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,袋づくり,,,,,袋づくり,ふくろづくり,,Making bag,,,機資材生産,making equipment or materials,作る,make,袋,bag,,,,,,,,,,,,,,,,,
A368,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,花粉調製,,,,,花粉調製,かふんちょうせい,,processing of pollen,,,機資材生産,making equipment or materials,混ぜる,mix,花粉,pollen,,,,,,,,,,,,,,,,,
A369,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,出荷用箱作成,,,,,出荷用箱作成,しゅっかようはこさくせい,|出荷箱作成;しゅっかっばこさくせい|,Making box for shipping,,,機資材生産,making equipment or materials,作る,make,出荷用箱,box for shipping,,,,,,,,,,,,,,,,,
A370,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,暖房機組立,,,,,暖房機組立,だんぼうきくみたて,,Assembling heater,,,機資材生産,making equipment or materials,組み立てる,assemble,暖房機,heater,,,,,,,,,,,,,,,,,
A543,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,,,,,飼料調製作業,しりょうちょうせいさぎょう,,Practice for processing feed,,,飼料調製,processing feed,,,,,,,,,,,,,,,,,,,,,
A544,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,飼料細断,,,,飼料細断,しりょうさいだん,,Chopping feed,,,飼料調製,processing feed,細断する,chop,飼料,feed,,,,,,,,,,,,,,,,,
A545,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,飼料粉砕,,,,飼料粉砕,しりょうふんさい,,Grinding feed,,,飼料調製,processing feed,粉砕する,grind,飼料,feed,,,,,,,,,,,,,,,,,
A546,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,飼料挽割,,,,飼料挽割,しりょうひきわり,,Cracking feed,,,飼料調製,processing feed,粗挽きする,crack,飼料,feed,,,,,,,,,,,,,,,,,
A547,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,飼料加熱,,,,飼料加熱,しりょうかねつ,,Heating feed,,,飼料調製,processing feed,煮炊く,boil,飼料,feed,,,,,,,,,,,,,,,,,
A548,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,穀実水浸,,,,穀実水浸,こくじつすいしん,,Seed soaking in grains,,,飼料調製,processing feed,浸す,soak,穀実,grains,,,,,,,水,water,,,,,,,,,
A549,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,穀実芽だし,,,,穀実芽だし,こくじつめだし,,Forcing germination in grains,,,飼料調製,processing feed,芽だしする,sprout,穀実,grains,,,,,,,,,,,,,,,,,
A550,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材生産作業,飼料調製作業,飼料混合,,,,飼料混合,しりょうこんごう,,Mixing feed,,,飼料調製,processing feed,混ぜる,mix,飼料,feed,,,,,,,,,,,,,,,,,
A371,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材除去作業,,,,,,機資材除去作業,きしざいじょきょさぎょう,|機資材除去;きしざいじょきょ|,Practice for removal of equipment or materials,,,機資材除去,removing equipment or materials,,,,,,,,,,,,,,,,,,,,,
A372,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材除去作業,暖房機撤去,,,,,暖房機撤去,だんぼうきてっきょ,|暖房機取り外し;だんぼうきとりはずし|暖房機取り壊し;だんぼうきとりこわし|,Removal of heater,,,機資材除去,removing equipment or materials,除去する,remove,暖房機,heater,,,,,,,,,,,,,,,,,
A373,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材除去作業,支柱撤去,,,,,支柱撤去,しちゅうてっきょ,,Removal of stakes,,,機資材除去,removing equipment or materials,除去する,remove,支柱,stakes,,,,,,,,,,,,,,,,,
A374,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材除去作業,マルチング資材撤去,,,,,マルチング資材撤去,まるちんぐしざいてっきょ,|マルチ資材撤去;まるちしざいてっきょ|,Removal of mulching materials,,,機資材除去,removing equipment or materials,除去する,remove,マルチング資材,mulching materials,,,,,,,,,,,,,,,,,
A375,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材除去作業,潅水装置撤去,,,,,潅水装置撤去,かんすいそうちてっきょ,,Removal of irrigation equipment,,,機資材除去,removing equipment or materials,除去する,remove,かん水装置,irrigation equipment,,,,,,,,,,,,,,,,,
A376,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,,,,,,機資材調整作業,きしざいちょうせいさぎょう,|機資材調整;きしざいちょうせい|,Practice for adjusting equipment or materials,,,機資材調整,adjusting equipment or materials,,,,,,,,,,,,,,,,,,,,,
A377,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,資材洗浄,,,,,資材洗浄,しざいせんじょう,,Washing materials,,,機資材調整,adjusting equipment or materials,洗う,wash,資材,materials,,,,,,,,,,,,,,,,,
A551,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,資材洗浄,搾乳器具洗浄,,,,搾乳器具洗浄,さくにゅうきぐせんじょう,,Washing the milking machines,,,機資材調整,adjusting equipment or materials,洗う,wash,搾乳器具,milking equipment,,,,,,,,,,,,,,,,,
A378,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,資材消毒,,,,,資材消毒,しざいしょうどく,,Disinfection of materials,,,機資材調整,adjusting equipment or materials,消毒する,disinfect,資材,materials,,,,,,,,,,,,,,,,,
A379,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,資材消毒,鉢消毒,,,,鉢消毒,はちしょうどく,,Disinfection of pot,,,機資材調整,adjusting equipment or materials,消毒する,disinfect,鉢,pot,,,,,,,,,,,,,,,,,
A552,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,資材消毒,搾乳器具消毒,,,,搾乳器具消毒,さくにゅうきぐしょうどく,,Disinfection of milking equipment,,,機資材調整,adjusting equipment or materials,消毒する,disinfect,搾乳器具,milking equipment,,,,,,,,,,,,,,,,,
A380,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,果樹棚補修,,,,,果樹棚補修,かじゅだなほしゅう,|果樹棚修繕;かじゅだなしゅうぜん|,Repairing the horizontal trellis,,,機資材調整,adjusting equipment or materials,修繕する,repair,果樹棚,horizontal trellis,,,,,,,,,果樹,fruit trees,,,,,,,
A381,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材調整作業,誘蛾灯管理,,,,,誘蛾灯管理,ゆうがとうかんり,,Maintaining light trap,物理的害虫抑制作業,,機資材調整,adjusting equipment or materials,メンテナンスする,maintain,誘蛾灯,light trap,,,,,,,,,,,,,,,,,
A382,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,,,,,,機資材設置作業,きしざいせっちさぎょう,|機資材設置;きしざいせっち|,Practice for setting up equipment or materials,,,機資材設置,setting up equipment or materials,,,,,,,,,,,,,,,,,,,,,
A383,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,電照装置設置,,,,,電照装置設置,でんしょうそうちせっち,,Setting up light equipment,,,機資材設置,setting up equipment or materials,設置する,set up,電照装置,light equipment,,,,,,,,,,,,,,,,,
A384,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,誘引資材設置,,,,,誘引資材設置,ゆういんしざいせっち,,Setting up equipment or materials for crop support,,,機資材設置,setting up equipment or materials,設置する,set up,誘引資材,equipment or materials for crop support,,,,,,,,,,,,,,,,,
A385,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,誘引資材設置,支柱立て,,,,支柱立て,しちゅうたて,|支柱たて;しちゅうたて|,Driving stakes into the ground,,,機資材設置,setting up equipment or materials,設置する,set up,支柱,stakes,,,,,,,,,,,,,,,c_7361,,
A386,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,誘引資材設置,果樹棚設置,,,,果樹棚設置,かじゅだなせっち,,Setting up horizontal trellis,,,機資材設置,setting up equipment or materials,設置する,set up,果樹棚,horizontal trellis,,,,,,,,,果樹,fruit trees,,,,,,,
A387,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,誘引資材設置,トレリス設置,,,,トレリス設置,とれりすせっち,,Setting up trellis,,,機資材設置,setting up equipment or materials,設置する,set up,トレリス,trellis,,,,,,,,,,,,,,,,,
A388,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,かん水装置設置,,,,,かん水装置設置,かんすいそうちせっち,,Setting up irrigation equipment,,,機資材設置,setting up equipment or materials,設置する,set up,かん水装置,irrigation equipment,,,,,,,,,,,,,,,,,
A389,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,ベタがけ設置,,,,,ベタがけ設置,べたがけせっち,,Floating row cover,温度制御作業|害虫抑制作業,,機資材設置,setting up equipment or materials,覆う,cover,布,fabric,作物,crop,,,,,,,,,,,,,,,
A390,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,ハウス被覆,,,,,ハウス被覆,はうすひふく,ハウスビニール張り;はうすびにーるはり|,Covering greenhouse,温度制御作業,,機資材設置,setting up equipment or materials,覆う,cover,機資材,equipment or materials,ハウス,greenhouse,,,,,,,,,,,,,,,
A391,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,トンネル被覆,,,,,トンネル被覆,とんねるひふく,|トンネルビニール張り;とんねるびにーるはり|,Covering plastic tunnel,温度制御作業,,機資材設置,setting up equipment or materials,覆う,cover,機資材,equipment or materials,トンネル,tunnel,,,,,,,,,,,,,,,
A392,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,防虫資材設置,,,,,防虫資材設置,ぼうちゅうしざいせっち,|防虫網張り;ぼうちゅうもうはり|防虫ネット設置;ぼうちゅうねっとせっち|,Putting up insect screening,物理的害虫抑制作業,,機資材設置,setting up equipment or materials,張る,put up,防虫資材,insect screening,,,,,,,,,,,,,,,,,
A393,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,遮光資材設置,,,,,遮光資材設置,しゃこうしざいせっち,,Putting up a shade material,光制御作業,,機資材設置,setting up equipment or materials,張る,put up,遮光資材,shade materials,,,,,,,,,,,,,,,,,
A394,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,散乱光資材設置,,,,,散乱光資材設置,さんらんこうしざいせっち,,Putting up a light-scattering materials,光制御作業,,機資材設置,setting up equipment or materials,張る,put up,散乱光資材,light-scattering materials,,,,,,,,,,,,,,,,,
A395,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,防風資材設置,,,,,防風資材設置,ぼうふうしざいせっち,|防風網展張;ぼうふうもうてんちょう|,Putting up a windbreak material,風制御作業,,機資材設置,setting up equipment or materials,張る,put up,防風資材,windbreak materials,,,,,,,,,,,,,,,,,
A396,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,多目的防災網展張,,,,,多目的防災網展張,たもくてきぼうさいもうてんちょう,,Extending multi-purpose net,農業気象制御,,機資材設置,setting up equipment or materials,張る,put up,多目的防災網,multi-purpose net,,,,,,,,,,,,,,,,,
A397,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,暖房機設置,,,,,暖房機設置,だんぼうきせっち,,Setting up heater,,,機資材設置,setting up equipment or materials,設置する,set up,暖房機,heater,,,,,,,,,,,,,,,,,
A398,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,マルチング,,,,,マルチング,まるちんぐ,|マルチ張り;まるちはり|,Mulching,|温度制御作業|物理的雑草抑制作業|農地水分制御作業|作物生育制御作業|,,機資材設置,setting up equipment or materials,覆う,cover,マルチング資材,mulching materials,土壌表面,soil surface,,,,,,,,,,,,,c_4978,,マルチング
A399,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,マルチング,プラスチックマルチング,,,,プラスチックマルチング,ぷらすちっくまるちんぐ,,Plastic mulching,|温度制御作業|物理的雑草抑制作業|農地水分制御作業|作物生育制御作業|,,機資材設置,setting up equipment or materials,覆う,cover,プラスチック,plastic,土壌表面,soil surface,,,,,,,,,,,,,,,
A400,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,マルチング,反射シートマルチング,,,,反射シートマルチング,はんしゃしーとまるちんぐ,|反射シートマルチ;はんしゃしーとまるち|,Reflective mulching,|温度制御作業|物理的雑草抑制作業|農地水分制御作業|作物生育制御作業|,,機資材設置,setting up equipment or materials,覆う,cover,反射シート,reflective mulch,土壌表面,soil surface,,,,,,,,,,,,,,,
A401,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,マルチング,防水シートマルチング,,,,防水シートマルチング,ぼうすいしーとまるちんぐ,|防水シートマルチ;ぼうすいしーとまるち|,Waterproof mulching,|温度制御作業|物理的雑草抑制作業|農地水分制御作業|作物生育制御作業|,,機資材設置,setting up equipment or materials,覆う,cover,防水シート,waterproof mulch,土壌表面,soil surface,,,,,,,,,,,,,,,
A402,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,マルチング,敷きワラ,,,,敷きワラ,しきわら,|寝ワラ;ねわら|敷ワラ;しきわら|敷藁;しきわら|,Straw mulching,|温度制御作業|物理的雑草抑制作業|農地水分制御作業|作物生育制御作業|,,機資材設置,setting up equipment or materials,覆う,cover,ワラ,straw,土壌表面,soil surface,,,,,,,,,,,,,c_434,http://lib.ruralnet.or.jp/nrpd/#box_search=%E6%95%B7%E3%81%8D%E3%82%8F%E3%82%89&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=12157&db=&uid=0,
A403,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,マルチング,敷き草,,,,敷き草,しきぐさ,|敷草;しきぐさ|,Grass mulching,|温度制御作業|物理的雑草抑制作業|農地水分制御作業|作物生育制御作業|,,機資材設置,setting up equipment or materials,覆う,cover,草,grass,土壌表面,soil surface,,,,,,,,,,,,,,,
A404,農作業,基本農作業,農産物生産支援作業,機資材管理作業,機資材設置作業,マルチング,抑草シート張り,,,,抑草シート張り,よくそうしーとはり,,Weed suppressing mulching,物理的雑草抑制作業,,機資材設置,setting up equipment or materials,覆う,cover,抑草シート,weed suppressing mulch,土壌表面,soil surface,,,,,,,,,,,,,,,
A405,農作業,基本農作業,農産物生産支援作業,機資材管理作業,農機具管理作業,,,,,,農機具管理作業,のうきぐかんりさぎょう,|農機具管理;のうきぐかんり|,Practice for maintaining agricultural implements,,,農機具管理,maintaining agricultural implement,,,,,,,,,,,,,,,,,,,,,
A406,農作業,基本農作業,農産物生産支援作業,機資材管理作業,農機具管理作業,農業機械整備,,,,,農業機械整備,のうぎょうきかいせいび,,Adjustment of agricultural machinery,,,農機具管理,maintaining agricultural implement,整備する,maintain,農業機械,agricultural machinery,,,,,,,,,,,,,,,,,
A407,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,,,,,,地上構造物管理作業,ちじょうこうぞうぶつかんりさぎょう,,Practice for maintaining the structure on the ground,,,地上構造物管理,maintaining the structure on the ground,,,,,,,,,,,,,,,,,,,,,
A408,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,ハウス組み立て,,,,,ハウス組み立て,はうすくみたて,,Greenhouse construction,,,地上構造物管理,maintaining the structure on the ground,組み立てる,assemble,ハウス,greenhouse,,,,,,,,,,,,,,,,,
A409,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,ハウス組み立て,育苗ハウス組み立て,,,,育苗ハウス組み立て,いくびょうはうすくみたて,|育苗ハウス組立;いくびょうはうすくみたて|,Greenhouse construction for raising seedlings,,,地上構造物管理,maintaining the structure on the ground,組み立てる,assemble,育苗ハウス,greenhouse to raise seedling,,,,,,,,,,,,,,,,,
A410,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,トンネル作り,,,,,トンネル作り,とんねるつくり,|トンネル組み立て;とんねるくみたて|トンネル組立;とんねるくみたて|,Making plastic tunnel,,,地上構造物管理,maintaining the structure on the ground,作る,make,トンネル,tunnel,,,,,,,,,,,,,,,,,
A411,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,稲架組み立て,,,,,稲架組み立て,いねかくみたて,,Construction of sheaf rack,,,地上構造物管理,maintaining the structure on the ground,組み立てる,assemble,稲架,sheaf rack,,,,,,,,,イネ,rice|rice plant,,,,,,,
A412,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,ハウス撤去,,,,,ハウス撤去,はうすてっきょ,|ハウス取り壊し;はうすとりこわし|,Demolishing the greenhouse,,,地上構造物管理,maintaining the structure on the ground,撤去する,demolish,ハウス,greenhouse,,,,,,,,,,,,,,,,,
A413,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,トンネル撤去,,,,,トンネル撤去,とんねるてっきょ,|トンネル取り壊し;とんねるとりこわし|,Demolishing plastic tunnel,,,地上構造物管理,maintaining the structure on the ground,撤去する,demolish,トンネル,tunnel,,,,,,,,,,,,,,,,,
A414,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,稲架撤去,,,,,稲架撤去,いねかてっきょ,|稲架取り壊し;いねかとりこわし|,Demolishing sheaf rack,,,地上構造物管理,maintaining the structure on the ground,撤去する,demolish,稲架,sheaf rack,,,,,,,,,イネ,rice|rice plant,,,,,,,
A415,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,ハウス修繕,,,,,ハウス修繕,はうすしゅうぜん,|ハウス補修;はうすほしゅう|,Repairing the greenhouse,,,地上構造物管理,maintaining the structure on the ground,修繕する,repair,ハウス,greenhouse,,,,,,,,,,,,,,,,,
A416,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,モノレール設置,,,,,モノレール設置,ものれーるせっち,,Setting up monorail,,,地上構造物管理,maintaining the structure on the ground,設置する,set up,モノレール,monorail,,,,,,,,,,,,,,,,,
A553,農作業,基本農作業,農産物生産支援作業,機資材管理作業,地上構造物管理作業,建物修繕,,,,,建物修繕,たてものしゅうぜん,,Repairing the structure,,,地上構造物管理,maintaining the structure on the ground,修繕する,repair,建物,structure,,,,,,,,,,,,,,,,,
A417,農作業,基本農作業,農産物生産支援作業,有用生物飼育作業,,,,,,,有用生物飼育作業,ゆうようせいぶつしいくさぎょう,,Practice for breeding beneficial organisms,,,有用生物飼育,raising beneficial organism,飼育する,raise,有用生物,beneficial organism,,,,,,,,,,,,,,,,,
A418,農作業,基本農作業,農産物生産支援作業,有用生物飼育作業,天敵昆虫飼育,,,,,,天敵昆虫飼育,てんてきこんちゅうしいく,,Raising natural enemy insects,,,有用生物飼育,raising beneficial organism,飼育する,raise,天敵昆虫,natural enemy insect,,,,,,,,,,,,,,,,,
A419,農作業,基本農作業,農産物生産支援作業,有用生物飼育作業,受粉昆虫飼育,,,,,,受粉昆虫飼育,じゅふんこんちゅうしいく,,Raising pollinators,,,有用生物飼育,raising beneficial organism,飼育する,raise,受粉昆虫,pollinator,,,,,,,,,,,,,,,,,
A420,農作業,基本農作業,農産物生産支援作業,有用生物飼育作業,アイガモ飼育,,,,,,アイガモ飼育,あいがもしいく,,Raising rice ducks,,,有用生物飼育,raising beneficial organism,飼育する,raise,アイガモ,rice duck,,,,,,,,,イネ,rice|rice plant,,,,,,,
A421,農作業,基本農作業,農産物生産支援作業,有用生物飼育作業,モンキードッグ飼育,,,,,,モンキードッグ飼育,もんきーどっぐしいく,,Raising dog to keep wild monkeys away,,,有用生物飼育,raising beneficial organism,飼育する,raise,モンキードック,monkey dog,,,,,,,,,,,,,,,,,
A422,農作業,基本農作業,農産物生産支援作業,清掃作業,,,,,,,清掃作業,せいそうさぎょう,|清掃;せいそう|,Practice for cleaning up,,,清掃,cleaning up,,,,,,,,,,,,,,,,,,,c_1661,,清掃
A423,農作業,基本農作業,農産物生産支援作業,清掃作業,ハウス内片付け,,,,,,ハウス内片付け,はうすないかたづけ,,Cleaning up the greenhouse,,,清掃,cleaning up,清掃する,clean up,,,,,ハウス,greenhouse,,,,,,,,,,,,,
A424,農作業,基本農作業,農産物生産支援作業,清掃作業,ハウス内片付け,育苗ハウス内片付け,,,,,育苗ハウス内片付け,いくびょうはうすないかたづけ,|育苗ハウス片付け;いくびょうはうすかたづけ|,Cleaning up the greenhouse for raising seedlings,,,清掃,cleaning up,清掃する,clean up,,,,,育苗ハウス,greenhouse for raising seedling,,,,,,,,,,,,,
A425,農作業,基本農作業,農産物生産支援作業,清掃作業,園地清掃,,,,,,園地清掃,えんちせいそう,,Cleaning up the orchard,,,清掃,cleaning up,清掃する,clean up,,,,,果樹園,orchard,,,,,,,,,,,,,
A426,農作業,基本農作業,農産物生産支援作業,清掃作業,収穫後片付け,,,,,,収穫後片付け,しゅうかくごかたづけ,,Cleaning up the field after harvesting,,,清掃,cleaning up,清掃する,clean up,,,,,,,,,,,,,,,収穫後,,,,
A427,農作業,基本農作業,農産物生産支援作業,清掃作業,収穫後片付け,野良イモ除去,,,,,野良イモ除去,のらいもじょきょ,,Removal of volunteer potatoes,,,清掃,cleaning up,除去する,remove,野良イモ,volunteer potatoes,,,,,,,,,,,,,収穫後,,,,
A428,農作業,基本農作業,農産物生産支援作業,清掃作業,せん定後片付け,,,,,,せん定後片付け,せんていごかたづけ,,Cleaning up the field after pruning,,,清掃,cleaning up,清掃する,clean up,,,,,,,,,,,,,,,せん定後,,,,
A429,農作業,基本農作業,農産物生産支援作業,運搬作業,,,,,,,運搬作業,うんぱんさぎょう,|運搬;うんぱん|,Practice for transport,,,運搬,transport,,,,,,,,,,,,,,,,,,,c_3485,http://lib.ruralnet.or.jp/nrpd/#box_search=%E9%81%8B%E6%90%AC&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=10474&db=&uid=0,運搬
A430,農作業,基本農作業,農産物生産支援作業,運搬作業,資材運搬,,,,,,資材運搬,しざいうんぱん,,Transport of materials,,,運搬,transport,運ぶ,transport,資材,materials,,,,,,,,,,,,,,,,,
A431,農作業,基本農作業,農産物生産支援作業,運搬作業,資材運搬,肥料運搬,,,,,肥料運搬,ひりょううんぱん,,Transport of fertilizers,,,運搬,transport,運ぶ,transport,肥料,fertilizer,,,,,,,,,,,,,,,,,
A554,農作業,基本農作業,農産物生産支援作業,運搬作業,資材運搬,肥料運搬,堆厩肥運搬,,,,堆厩肥運搬,たいきゅうひうんぱん,,Transport of compost and manure,,,運搬,transport,運ぶ,transport,堆厩肥,compost and manure,,,,,,,,,,,,,,,,,
A555,農作業,基本農作業,農産物生産支援作業,運搬作業,資材運搬,副資材運搬,,,,,副資材運搬,ふくしざいうんぱん,,Transport of matertials for moisture control,,,運搬,transport,運ぶ,transport,副資材,sub-materials,,,,,,,,,,,,,,,,,
A432,農作業,基本農作業,農産物生産支援作業,運搬作業,農業機械運搬,,,,,,農業機械運搬,のうぎょうきかいうんぱん,|農機運搬;のうきうんぱん|,Transport of agricultural machinery,,,運搬,transport,運ぶ,transport,農業機械,agricultural machinery,,,,,,,,,,,,,,,,,
A433,農作業,基本農作業,農産物生産支援作業,運搬作業,作物運搬,,,,,,作物運搬,さくもつうんぱん,,Transport of crop,,,運搬,transport,運ぶ,transport,作物,crop,,,,,,,,,,,,,,,,,
A434,農作業,基本農作業,農産物生産支援作業,運搬作業,作物運搬,苗運搬,,,,,苗運搬,なえうんぱん,,Transport of seedlings,,,運搬,transport,運ぶ,transport,幼植物,seedling,,,,,,,,,,,,,,,,,
A556,農作業,基本農作業,農産物生産支援作業,運搬作業,家畜運搬,,,,,,家畜運搬,かちくうんぱん,,Transport of livestock,,,運搬,transport,運ぶ,transport,家畜,livestock,,,,,,,,,,,,,,,,,
A557,農作業,基本農作業,農産物生産支援作業,運搬作業,糞尿運搬,,,,,,糞尿運搬,ふんにょううんぱん,,Transport of excreta,,,運搬,transport,運ぶ,transport,糞尿,excreta,,,,,,,,,,,,,,,,,
A435,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,,,,,,収穫物運搬,しゅうかくぶつうんぱん,,Transport of harvest,,,運搬,transport,運ぶ,transport,収穫物,harvests,,,,,,,,,,,,,,,,,
