ID,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層,第8階層,第9階層,第10階層,作業名,よみ,|表記|,英名,多義的概念,組合せで作業,目的(ja),目的(en),行為(ja),行為(en),対象(ja),対象(en),副対象(ja),副対象(en),場所(ja),場所(en),手段(ja),手段(en),機資材(ja),機資材(en),生産対象(ja),生産対象(en),時期(ja),時期(en),作業条件(ja),作業条件(en),agrovoc,naropedia,wikipedia
A77,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植作業,,,,,移植作業,いしょくさぎょう,|植え付け;うえつけ|移植;いしょく|,Treatment for transplanting,,,移植,transplanting,移植する,transplant,,,,,,,,,,,,,,,,,c_7873,http://lib.ruralnet.or.jp/nrpd/#box_search=%E7%A7%BB%E6%A4%8D&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=10272&db=&uid=0,
A78,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植作業,定植,,,,定植,ていしょく,,Planting,,,移植,transplanting,移植する,transplant,幼植物,seedling,,,本圃,production field,,,,,,,,,,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E5%AE%9A%E6%A4%8D&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=13564&db=&uid=0,
A79,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植作業,定植,田植え,,,田植え,たうえ,|田植; たうえ|田植作業;たうえさぎょう|,Rice transplanting,,,移植,transplanting,移植する,transplant,幼植物,seedling,,,水田,paddy field,,,,,イネ,rice|rice plant,,,,,,,田植え
A80,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植作業,定植,鉢上げ,,,鉢上げ,はちあげ,,Potting,,,移植,transplanting,移植する,transplant,幼植物,seedling,鉢,pot,,,,,,,,,,,,,c_6143,http://lib.ruralnet.or.jp/nrpd/#box_search=%E9%89%A2%E4%B8%8A%E3%81%92&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=14280&db=&uid=0,
A81,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植作業,補植,,,,補植,ほしょく,|植え直し;うえなおし|差し苗;さしなえ|,Supplementary planting,,,移植,transplanting,移植する,transplant,幼植物,seedling,欠株,vacant hills,,,,,,,,,,,,,,,
A82,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植作業,補植,浮き苗直し,,,浮き苗直し,うきなえなおし,,Replanting floating seedlings,,,移植,transplanting,移植する,transplant,浮き苗,floating seedlings,欠株,vacant hills,,,,,,,イネ,rice|rice plant,,,,,,,
A83,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植作業,鉢替え,,,,鉢替え,はちかえ,,Transferring to a larger pot,,,移植,transplanting,移植する,transplant,,,大鉢,larger pot,,,,,,,,,,,,,,,
A84,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植準備作業,,,,,移植準備作業,いしょくじゅんびさぎょう,|移植準備;いしょくじゅんび|,Work in preparation for transplanting,,,移植準備,preparation for transplanting,,,,,,,,,,,,,,,,,,,,,
A85,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植準備作業,植穴作り,,,,植穴作り,うえあなつくり,|植え穴作り;うえあなつくり|,Digging the planting hole,,,移植準備,preparation for transplanting,掘る,dig,植穴,planting hole,,,,,,,,,,,,,,,,,
A86,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,移植準備作業,セルトレイへの苗充填,,,,セルトレイへの苗充填,せるとれいへのなえじゅうてん,,Filling cell trays with auxiliary seedlings,,,移植準備,preparation for transplanting,充填する,fill,幼植物,seedling,セルトレイ,cell trays,,,,,,,,,,,,,,,
A87,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,,,,,草姿調整作業,そうしちょうせいさぎょう,|整枝;せいし|仕立て;したて|,Treatment for plant form arrangement,,,草姿調整,plant form arrangement,,,,,,,,,,,,,,,,,,,,,
A88,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,捻枝,,,,捻枝,ねんし,|ねん枝;ねんし|,Twisting,,新梢管理,草姿調整,plant form arrangement,曲げる,twist,枝,branch,,,,,,,,,,,,,,,,,
A89,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,せん定,,,,せん定,せんてい,|剪定;せんてい|,Pruning,生殖成長作業|光制御作業,新梢管理,草姿調整,plant form arrangement,切る,cut,枝,branch,,,,,,,,,,,,,,,c_6274,http://lib.ruralnet.or.jp/nrpd/#box_search=%E3%81%9B%E3%82%93%E5%AE%9A&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=16002&db=&uid=0,剪定
A90,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,誘引,,,,誘引,ゆういん,,Training,,新梢管理,草姿調整,plant form arrangement,固定する,fix,枝|茎,,,,,,,,,,,,,,,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E8%AA%98%E5%BC%95&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=15287&db=&uid=0,
A91,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,誘引,つる誘引,,,つる誘引,つるゆういん,,Training of tendril,,,草姿調整,plant form arrangement,固定する,fix,つる,vine,,,,,,,,,,,,,,,,,
A92,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,摘芽,,,,摘芽,てきが,|芽かき;めかき|芽摘み;めつみ|,Disbudding,,,草姿調整,plant form arrangement,除去する,remove,芽,bud,,,,,,,,,,,,,,,,,
A93,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,摘芽,わき芽つみ,,,わき芽つみ,わきめつみ,|側芽かき;そくがかき|腋芽つみ;わきめつみ|脇芽つみ;わきめつみ|わき芽摘み;わきめつみ|側芽欠き;そくがかき|側芽つみ;そくがつみ|,Removing axillary bud,,,草姿調整,plant form arrangement,除去する,remove,わき芽,axillary bud,,,,,,,,,,,,,,,,,
A94,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,摘葉,,,,摘葉,てきよう,|葉摘み;はつみ|葉取り;はとり|葉かき;はかき|,Defoliation,品質制御作業|光制御作業,,草姿調整,plant form arrangement,除去する,remove,葉,leaf,,,,,,,,,,,,,,,c_15579,,
A95,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,切り戻し,,,,切り戻し,きりもどし,,Cutback,,,草姿調整,plant form arrangement,切りこむ,cut back,枝|茎,,,,,,,,,,,,,,,,,,
A96,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,摘心,,,,摘心,てきしん,|摘芯;てきしん|,Decapitation,,新梢管理,草姿調整,plant form arrangement,除去する,remove,成長点,growing tip,,,,,,,,,,,,,,,c_13371,,
A97,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,つるがえし,,,,つるがえし,つるがえし,|つる返し;つるかえし|,Cutting the adventitious root,,,草姿調整,plant form arrangement,切る,cut,不定根,adventitious root,,,,,,,,,サツマイモ,sweet potato,,,,,,,
A98,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,つる下ろし,,,,つる下ろし,つるおろし,|つる下げ;つるさげ|,Pulling down the stem,,,草姿調整,plant form arrangement,引っぱる,pull down,茎,stem,,,,,,,,,,,,,,,,,
A99,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,新鞘伸長抑制作業,,,,新鞘伸長抑制作業,しんしょうしんちょうよくせいさぎょう,,Shoot growth inhibition,,新梢管理,草姿調整,plant form arrangement,抑制する,suppress,新梢,new shoot,,,,,,,,,,,,,,,,,
A100,農作業,基本農作業,作物生産作業,作物生育制御作業,栄養成長制御作業,草姿調整作業,新鞘伸長抑制作業,化学的手段による新鞘伸長抑制作業,,,化学的手段による新鞘伸長抑制作業,かがくてきしゅだんによるしんしょうしんちょうよくせいさぎょう,,Shoot growth inhibition by chemical means,,,草姿調整,plant form arrangement,抑制する,suppress,新梢,new shoot,,,,,化学的手段,chemical means,,,,,,,,,,,
A101,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,,,,,,生殖成長制御作業,せいしょくせいちょうせいぎょさぎょう,,Regulation of the reproductive growth,,,生殖成長制御,regulation of the reproductive growth,,,,,,,,,,,,,,,,,,,,,
A102,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,,,,,品質制御作業,ひんしつせいぎょさぎょう,,Treatment for control of quality,,,品質制御,quality control,,,,,,,,,,,,,,,,,,,,,
A103,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,袋掛け,,,,袋掛け,ふくろかけ,,Fruit bagging,雨制御作業|物理的害虫抑制作業|光制御作業,,品質制御,quality control,覆う,cover,袋,bag,果実,fruit,,,,,,,果樹,fruit trees,,,,,c_25275,,
A104,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,傘かけ,,,,傘かけ,かさかけ,,Putting rain cover on fruit,雨制御作業|物理的害虫抑制作業|光制御作業,,品質制御,quality control,被せる,put on,雨よけ,rain cover,果実,fruit,,,,,,,,,,,,,,,
A105,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,玉吊り,,,,玉吊り,たまつり,,Fruit hanging,,,品質制御,quality control,吊る,hang,果実,fruit,,,,,,,,,メロン,melon,,,,,,,
A106,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,玉回し,,,,玉回し,たままわし,|玉直し;たまなおし|,Fruit turning,,,品質制御,quality control,回転する,turn,果実,fruit,,,,,,,,,リンゴ,apple,,,,,,,
A107,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,環状剥皮,,,,環状剥皮,かんじょうはくひ,|環状除皮;かんじょうじょひ|環状はく皮;かんじょうはくひ|,Girdling,,,品質制御,quality control,剥ぐ,strip,樹皮,bark,,,,,,,,,,,,,,,,,
A108,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,マット敷き,,,,マット敷き,まっとしき,,Fruit matting,,,品質制御,quality control,置く,pedestal,果実,fruit,マット,mat,,,,,,,|スイカ|メロン|,,,,,,,,
A109,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,品質制御作業,着色促進作業,,,,着色促進作業,ちゃくしょくそくしんさぎょう,,Coloring promotion,,,品質制御,quality control,高める,enhance,果実色,fruit color,,,,,,,,,,,,,,,,,
A110,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,花芽分化制御作業,,,,,花芽分化制御作業,かがぶんかせいぎょさぎょう,|花芽分化制御;かがぶんかせいぎょ|花芽分化制御;はなめぶんかせいぎょ|,Treatment for flower bud initiation,,,花芽分化制御,regulation of flower bud initiation,,,,,,,,,,,,,,,,,,,,,
A111,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,,,,,結実制御作業,けつじつせいぎょさぎょう,|結実制御;けつじつせいぎょ|,Treatment for fruit set control,,,結実制御,control of fruit set,,,,,,,,,,,,,,,,,,,,,
A112,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,受粉,,,,受粉,じゅふん,|人工受粉;じんこうじゅふん|授粉;じゅふん|人工授粉;じんこうじゅふん|,Artificial pollination,,,結実制御,control of fruit set,受精させる,fertilize,花,flower,,,,,,,,,,,,,,,c_6073,http://lib.ruralnet.or.jp/nrpd/#box_search=%E5%8F%97%E7%B2%89&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=12413&db=&uid=0,受粉
A113,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,受粉,物理的手段による受粉,,,物理的手段による受粉,ぶつりてきしゅだんによるじゅふん,,Artificial pollination by physical means,,,結実制御,control of fruit set,受精させる,fertilize,花,flower,,,,,物理的手段,physical means,,,,,,,,,,,
A114,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,受粉,化学的手段による受粉,,,化学的手段による受粉,かがくてきしゅだんによるじゅふん,,Artificial pollination by chemical means,,,結実制御,control of fruit set,受精させる,fertilize,花,flower,,,,,化学的手段,chemical means,,,,,,,,,,,
A115,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,受粉,化学的手段による受粉,植物ホルモン剤による受粉,,植物ホルモン剤による受粉,しょくぶつほるもんざいによるじゅふん,,Artificial pollination by phytohormone,,,結実制御,control of fruit set,受精させる,fertilize,花,flower,,,,,化学的手段,chemical means,植物ホルモン剤,phytohormone,,,,,,,,,
A116,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,受粉,生物的手段による受粉,,,生物的手段による受粉,せいぶつてきしゅだんによるじゅふん,,Artificial pollination by biological means,,,結実制御,control of fruit set,受精させる,fertilize,花,flower,,,,,生物的手段,biological means,,,,,,,,,,,
A117,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,受粉,生物的手段による受粉,ミツバチによる受粉,,ミツバチによる受粉,みつばちによるじゅふん,,Pollination by honey bee,,,結実制御,control of fruit set,受精させる,fertilize,花,flower,,,,,生物的手段,biological means,ミツバチ,honey bee,,,,,,,,,
A118,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,無核化,,,,無核化,むかくか,,Making fruit seedless,,,結実制御,control of fruit set,除去する,remove,種子,seed,,,,,,,,,,,,,,,,http://lib.ruralnet.or.jp/nrpd/#box_search=%E7%84%A1%E6%A0%B8%E5%8C%96&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=15100&db=&uid=0,
A119,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,無核化,化学的手段による無核化,,,化学的手段による無核化,かがくてきしゅだんによるむかくか,,Making fruit seedless by chemical means,,,結実制御,control of fruit set,除去する,remove,種子,seed,,,,,化学的手段,chemical means,,,果樹,fruit trees,,,,,,,
A120,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,無核化,化学的手段による無核化,植物ホルモン剤による無核化,,植物ホルモン剤による無核化,しょくぶつほるもんざいによるむかくか,,Making fruit seedless by phytohormone,,,結実制御,control of fruit set,除去する,remove,種子,seed,,,,,化学的手段,chemical means,植物ホルモン剤,phytohormone,果樹,fruit trees,,,,,,,
A121,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,,,,花果数調整作業,はなかすうちょうせいさぎょう,,Treatment for adjustment of fruit number,,,花果数調整,adjustment of fruit or flower number,,,,,,,,,,,,,,,,,,,,,
A122,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,摘穂,,,摘穂,てきすい,,Spike thinning,,,花果数調整,adjustment of fruit or flower number,除去する,remove,花穂,spike,,,,,,,,,ブドウ,grape,,,,,,,
A123,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,摘穂,除房,,除房,じょぼう,,Ear thinning,,,花果数調整,adjustment of fruit or flower number,除去する,remove,雌穂,ear,,,,,,,,,トウモロコシ,corn|maize,,,,,,,
A124,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,摘蕾,,,摘蕾,てきらい,,Disbudding,,,花果数調整,adjustment of fruit or flower number,除去する,remove,蕾,flower bud,,,,,,,,,,,,,,,,,
A125,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,花穂整形,,,花穂整形,かすいせいけい,|花切り;はなきり|房作り;ふさつくり|整房;せいぼう|,Spike trimming,,,花果数調整,adjustment of fruit or flower number,除去する,remove,岐肩|花柄,,,,,,,,,,ブドウ,grape,,,,,,,
A126,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,摘花,,,摘花,てきか,|花摘み;はなつみ|,Flower thinning,,,花果数調整,adjustment of fruit or flower number,除去する,remove,花,flower,,,,,,,,,,,,,,,c_2139,http://lib.ruralnet.or.jp/nrpd/#box_search=%E6%91%98%E8%8A%B1&kensuu=10&sort=0&logic=1&page=0&bunya=&koumoku=13580&db=&uid=0,
A127,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,摘果,,,摘果,てきか,,Fruit thinning,,,花果数調整,adjustment of fruit or flower number,除去する,remove,果実,fruit,,,,,,,,,,,,,,,c_32701,,
A128,農作業,基本農作業,作物生産作業,作物生育制御作業,生殖成長制御作業,結実制御作業,花果数調整作業,摘果,摘房,,摘房,てきぼう,,Thinning of fruit cluster,摘花,,花果数調整,adjustment of fruit or flower number,除去する,remove,果房|花房,,,,,,,,,,ブドウ,grape,,,,,,,
